row_id	mz	rt	median_a	median_b	log2FC_a_over_b	prevalence_a	prevalence_b	prevalence_diff	U_stat	p_value	q_value	comparison	species	family	group_a	group_b	direction	liq_over_spore_log2fc	row ID	sirius_formula	sirius_adduct	sirius_structure_name	sirius_structure_smiles	sirius_structure_confidence	sirius_npc_pathway	sirius_npc_class	sirius_classyfire_class	sirius_source_feature_id	sirius_source_run	annotation_origin	n_candidates	source_mz	source_rt	feature_mz	feature_rt	ppm_error	rt_delta_min	ms2_cosine	match_class	match_status	n_sirius_hits	sirius_hit_ids	sirius_hit_formulas	merged_conflict	is_liq_enriched	passes_media_blank	is_secreted_candidate	bioactive
11477	534.322	6.915622	0.0	0.0004660651692139	-9.703320571971886	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-9.719736674337234	11477.0	C24H49NO10	[M + Na]+	N-[2-[2-[2-[2-[2-[2-[2-[2-[2-[(2R)-butan-2-yl]oxyethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl]acetamide	CCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C	0.049	Alkaloids	Terpenoid alkaloids	Carboxylic acids and derivatives	11477.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	11477.0	C24H49NO10	False	False	False	False	True
27661	470.3494	6.85167	0.0	0.0004576463659367	-9.677053932228716	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.986525819248056	27661.0	C26H47NO6	[M + H]+	1-Amino-1-deoxyhexitol 6-stearate	CCCCCCCCCCCCCCCCCC(=O)OCC(C(C(C(CN)O)O)O)O	0.078	Fatty acids	Sphingoid bases	Carboxylic acids and derivatives	9033.0	EB-MSV000090464-gnps_ms2	transferred	6.0	470.3497	6.74	470.3494	6.85167	-0.638	0.112	0.9973	ms2_tie	assigned	1.0	9033.0	C26H47NO6	False	False	True	False	True
15074	562.1741	1.656	0.0	0.0004094069689196	-9.516564005557862	0.2	1.0	-0.8	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-9.539102154334904	15074.0	C25H29Cl2N7O4	[M + H]+	methyl 4-[3-[(E)-[(2,4-dinitrophenyl)hydrazinylidene]methyl]-2,5-diphenylpyrrol-1-yl]benzoate	COC(=O)C1=CC=C(C=C1)N2C(=CC(=C2C3=CC=CC=C3)C=NNC4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-])C5=CC=CC=C5	0.192	Alkaloids	Benzodiazepine alkaloids	Carboxylic acids and derivatives	15074.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	15074.0	C25H29Cl2N7O4	False	False	False	False	True
2840	394.2769	7.143872	8.806953942372136e-07	0.0008712963598634	-9.241452852187525	0.5	1.0	-0.5	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-10.076684354088085	2840.0	C23H39NO2S	[M + H]+	(E,E,E)-geranylgeranylcysteine	CC(=CCCC(=CCCC(=CCCC(=CCSCC(C(=O)O)N)C)C)C)C	0.78	Fatty acids	Leukotrienes	Prenol lipids	9188.0	EB-MSV000090464-gnps_ms2	transferred	1.0	394.2768	7.14	394.2769	7.143872	0.254	0.004	0.9999	unique	assigned	1.0	9188.0	C23H39NO2S	False	False	True	False	True
11263	482.3495	6.725749	0.0	0.0003354043682167	-9.2293643501655	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-9.04209342789263	11263.0	C27H47NO6	[M + H]+	(2R,3R,4R,5R,6S)-2-[[(3S,8R,9S,10S,13R,14S,17S)-14-amino-17-[(1S)-1-hydroxyethyl]-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-6-methyloxane-3,4,5-triol	CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C(C)O)N)C)C)O)O)O	0.08	Polyketides	Open-chain polyketides	Fatty Acyls	11263.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	11263.0	C27H47NO6	False	False	True	False	True
10597	528.4265	7.803567	0.0	0.0003249217693545	-9.18363281963817	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-7.054740970503263	10597.0	C30H57NO6	[M + H]+	1-[(N-Acetyl-L-alanyl)oxy]-2,3-propanediol 3-docosanoate	CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)C(C)NC(=O)C)O	0.008	Fatty acids	Ceramides	Sphingolipids	9453.0	EB-MSV000090464-gnps_ms2	transferred	3.0	528.4264	7.81	528.4265	7.803567	0.189	-0.006	0.9255	unique	assigned	1.0	9453.0	C30H57NO6	False	False	False	False	True
13287	755.5582	10.657958	0.0	0.0003037702525642	-9.08669375249257	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.63327175519921	13287.0	C48H76O5	[M + Na]+	2,3-Di(tetradec-9-enoyloxy)propyl tetradec-9-enoate	CCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCC	0.477	Fatty acids	Triacylglycerols	Glycerolipids	13287.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	13287.0	C48H76O5	False	False	False	False	True
13279	437.2675	7.721583	0.0	0.0002944739629348	-9.041936997290136	0.2	1.0	-0.8	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-7.491915562591741	13279.0	C23H42O5	[M + K]+	1-Octadec-9-Enoylglycero-3-Phosphate	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O	0.826	Fatty acids	Glycerophosphates	Glycerophospholipids	13279.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	13279.0	C23H42O5	False	False	False	False	True
10371	515.3335	6.918135	0.0	0.0002869521264009	-9.004678728082226	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.312741557808867	10371.0	C22H40B4N6O3	[M + K]+	2,3-Dihydroxypropyl 3-[2-(2-hexadecoxyethoxy)ethoxy]propanoate	CCCCCCCCCCCCCCCCOCCOCCOCCC(=O)OCC(CO)O	0.115	Polyketides	Open-chain polyketides	Fatty Acyls	10371.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	10371.0	C22H40B4N6O3	False	False	False	False	True
10861	257.6157	6.64501	0.0	0.0002833817107861	-8.98665070030292	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.725820448369337	10861.0	C16H35NO	[M + H]+	2-(Tetradecylamino)ethanol	CCCCCCCCCCCCCCNCCO	0.684	Fatty acids	Sphingoid bases	Organonitrogen compounds	10861.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	10861.0	C16H35NO	False	False	False	False	True
22551	169.9773	0.588757	0.0	0.0002749504245121	-8.943162770027476	0.2	1.0	-0.8	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-9.52246350694829	22551.0	C4H6NO2P	[M + K]+	Ethenyl(methyl)phosphinic isocyanate	CP(=O)(C=C)N=C=O	0.051	Alkaloids	Pyridine alkaloids	Organonitrogen compounds	22551.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	22551.0	C4H6NO2P	False	False	False	False	True
21167	169.9772	2.167	0.0	0.000273701954077	-8.93661036015309	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-9.554042457693104	21167.0	C2H4ClN3O2S	[M + H]+	2-Azidoethane-1-sulfonyl chloride	C(CS(=O)(=O)Cl)N=[N+]=[N-]		Alkaloids	Imidazole alkaloids	Azoles	21167.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	21167.0	C2H4ClN3O2S	False	False	False	False	True
2562	871.4982	3.819905	0.0002703965482454	0.0	8.919117352279738	1.0	0.3	0.7	100.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_liq_Developed	9.108121645533444	2562.0	C48H72N4O8	[M + K]+		CC1=CC(=CC(=C1)CC2=C3C(=CC=N3)[N+](=C2)CC4C(C5C(CCC6C5(CC(C(=O)C6(C)C7CCCC7)CCCO)C)(C8(C4=C(C(=O)C8)C(C)CC(C9C(O9)(C)C)O)C)C)O)C	0.052	Polyketides	Depsipeptides	Peptidomimetics	8140.0	EB-MSV000090464-gnps_ms2	transferred	4.0	871.4962	3.69	871.4982	3.819905	2.295	0.13	0.9265	ms2_tie	assigned	1.0	8140.0	C48H72N4O8	False	True	False	False	True
24976	730.5571	10.631739	0.0	0.0002348534525632	-8.716252385287072	0.4	1.0	-0.6	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.746819357237335	24976.0	C42H77NO7	[M + Na]+	Bathymodiolamide B	CCCCCCCCCCCCCC(=O)OCC(C(C(CO)NC(=O)CCCCCCCCCCC)O)OC(=O)CCC=CCC=CCCC	0.158	Fatty acids	Neutral glycosphingolipids	Sphingolipids	24976.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	24976.0	C42H77NO7	False	False	False	False	True
20080	257.1106	6.63127	0.0	0.0002205824747793	-8.626031663031842	0.3	1.0	-0.7	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-6.660048811370427	20080.0	C15H16N2S	[M + H]+	Thiourea, N,N'-bis(2-methylphenyl)-	CC1=CC=CC=C1NC(=S)NC2=CC=CC=C2C	0.223	Alkaloids	Simple indole alkaloids	Benzene and substituted derivatives	20080.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	20080.0	C15H16N2S	False	False	False	False	True
3425	546.2383	1.76	0.0002177725985862	0.0	8.607583041274784	1.0	0.2	0.8	100.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_liq_Developed	8.192996479281755	3425.0	C25H40NO10P	[M + H]+	2-amino-3-[[2-[(4Z,7Z,10Z,13Z)-hexadeca-4,7,10,13-tetraenoyl]oxy-3-propanoyloxypropoxy]-hydroxyphosphoryl]oxypropanoic acid	CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CC)COP(=O)(O)OCC(C(=O)O)N		Fatty acids	Oxidized glycerophospholipids	Carboxylic acids and derivatives	3186.0	EB-MSV000090464-gnps_ms2	transferred	3.0	546.2383	1.76	546.2383	1.76	0.0	0.0	1.0	ms2_winner	assigned	1.0	3186.0	C25H40NO10P	False	True	True	True	True
16615	444.3334	6.281601	0.0	0.0002153399815356	-8.591418590146208	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-6.808449228637623	16615.0	C24H45NO6	[M + H]+	1-(acetyloxy)-2-acetamido-3-hydroxy-16-methylheptadecan-4-yl acetate	CC(C)CCCCCCCCCCCC(C(C(COC(=O)C)NC(=O)C)O)OC(=O)C	0.069	Terpenoids	Prostaglandins	Carboxylic acids and derivatives	16615.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	16615.0	C24H45NO6	False	False	False	False	True
4100	392.3311	7.780564	0.0	0.0002124841773189	-8.57220806779789	0.1	1.0	-0.9	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-9.611341663936896	4100.0	C28H41N	[M + H]+	dimethyl(1-{7,7,12,16-tetramethylpentacyclo[9.7.0.0¹,³.0³,⁸.0¹²,¹⁶]octadec-9-en-15-yl}ethyl)amine	CC(C1CCC2(C1(CCC34C2C=CC5C3(C4)CCCC5(C)C)C)C)N(C)C	0.119	Alkaloids	Steroidal alkaloids	Steroids and steroid derivatives	9450.0	EB-MSV000090464-gnps_ms2	transferred	1.0	392.3313	7.78	392.3311	7.780564	-0.51	0.001	1.0	unique	assigned	1.0	9450.0	C28H41N	False	False	False	False	True
30397	815.5266	9.202597	0.0	0.0002035822811948	-8.510630384630312	0.2	1.0	-0.8	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.552122378371674	30397.0	C45H76O11	[M + Na]+		CC1=CC(=CC(=C1)C2CCCCC2)CC3=C4C5=C(CCC(C6=C7C(C[N+]5=C3)C(C8C9(CCC(=O)C(C9CCC8(C7(CC6=O)C)C)(C)C)C)O)(C)CC(C1C(O1)(C)C)O)C=N4	0.032	Alkaloids	Steroidal alkaloids		30397.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	30397.0	C45H76O11	False	False	True	False	True
2179	1352.7793	8.086313	5.576153086136314e-06	0.0021017724957235	-8.420504333862567	0.8	1.0	-0.1999999999999999	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.463863605520293	2179.0	C72H111N7O16	[M + Na]+		CCC1=C(C2=NC1=CC3=C(C(=C(N3)C=C4C(=C(C(=CC5=C(C(=C(N5)C=C6C(=C(C2=N6)C)CC)C)CCCOC(=O)N(CCOCCOCCOC)CCOCCOCCOC)N4)CC)CC)CCCOC(=O)N(CCOCCOCCOC)CCOCCOCCOC)C)C		Fatty acids	Lipopeptides	Sphingolipids	9714.0	EB-MSV000090464-gnps_ms2	transferred	2.0	1352.7829	8.21	1352.7793	8.086313	-2.661	-0.124	0.8713	unique	assigned	1.0	9714.0	C72H111N7O16	False	False	True	False	True
34607	512.3566	5.757089	0.0	0.0001841290925665	-8.366153829132646	0.0	1.0	-1.0	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-8.125197694675618	34607.0	C28H49NO7	[M + H]+	3alpha,7alpha,12alpha-Trihydroxy-N-[1,1-bis(hydroxymethyl)-2-hydroxyethyl]-5beta-cholane-24-amide	CC(CCC(=O)NC(CO)(CO)CO)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	0.643	Terpenoids	Cholane steroids	Steroids and steroid derivatives	34607.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	34607.0	C28H49NO7	False	False	False	False	True
36425	688.5339	8.752349	1.0367943824322288e-06	0.0005250379128253	-8.362881833308768	0.5	1.0	-0.5	0.0	4.999750012499375e-05	0.0001451516808819	dendrobatidis_liq_Developed_vs_spore_Developed	dendrobatidis	secreted_vs_cellular	liq_Developed	spore_Developed	up_in_spore_Developed	-7.7848878706888796	36425.0	C38H73NO8	[M + O + H]+	N-(3-hydroxy-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}octadec-4-en-2-yl)tetradecanamide	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCC)O	0.224	Fatty acids	Neutral glycosphingolipids	Sphingolipids	36425.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	36425.0	C38H73NO8	False	False	True	False	True
